index,split,image,label,action,timestamp
3417,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1271631693-612x612_jpg.rf.e1980b4aa984245ccee70cae14582664.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1271631693-612x612_jpg.rf.e1980b4aa984245ccee70cae14582664.txt,keep,2026-01-12T12:33:24.924014
3418,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1276738474-612x612_jpg.rf.5df0955f04fbac86a31ed0ef2c7e3011.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1276738474-612x612_jpg.rf.5df0955f04fbac86a31ed0ef2c7e3011.txt,reject_move,2026-01-12T12:33:26.724029
3419,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1276738474-612x612_jpg.rf.7d4edcd3b100e6389b9a08fcd6466503.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1276738474-612x612_jpg.rf.7d4edcd3b100e6389b9a08fcd6466503.txt,reject_move,2026-01-12T12:33:27.740059
3420,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1277182471-612x612_jpg.rf.3f48ed6580a39fc80aab0d48c4efede0.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1277182471-612x612_jpg.rf.3f48ed6580a39fc80aab0d48c4efede0.txt,reject_move,2026-01-12T12:33:29.212208
3421,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1285310269-612x612_jpg.rf.2d2b4b51bda7f95bcb588005d4b5b004.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1285310269-612x612_jpg.rf.2d2b4b51bda7f95bcb588005d4b5b004.txt,keep,2026-01-12T12:33:30.307455
3422,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1285310269-612x612_jpg.rf.36989c9b0d01aee834d4a99eebfd9edd.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1285310269-612x612_jpg.rf.36989c9b0d01aee834d4a99eebfd9edd.txt,keep,2026-01-12T12:33:31.947609
3423,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1288451971-612x612_jpg.rf.313a0a29e0053ad6063ef6053c5eb1cb.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1288451971-612x612_jpg.rf.313a0a29e0053ad6063ef6053c5eb1cb.txt,reject_move,2026-01-12T12:33:37.635341
3424,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1288451971-612x612_jpg.rf.3d8e092bd80bfc08de9ddbf4cff32f5c.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1288451971-612x612_jpg.rf.3d8e092bd80bfc08de9ddbf4cff32f5c.txt,reject_move,2026-01-12T12:33:39.100016
3425,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1288451971-612x612_jpg.rf.9350f20e015d8298fe3afb446c7ce5f5.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1288451971-612x612_jpg.rf.9350f20e015d8298fe3afb446c7ce5f5.txt,reject_move,2026-01-12T12:33:39.875266
3426,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1291515897-612x612_jpg.rf.35e2af35e7a1dfbe63e3643bc2e9a023.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1291515897-612x612_jpg.rf.35e2af35e7a1dfbe63e3643bc2e9a023.txt,keep,2026-01-12T12:33:40.980001
3427,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1291515897-612x612_jpg.rf.71d92ecba6c0800c8e8c8a9317c215aa.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1291515897-612x612_jpg.rf.71d92ecba6c0800c8e8c8a9317c215aa.txt,keep,2026-01-12T12:33:41.580186
3428,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1291515897-612x612_jpg.rf.d329dafe33016726188bfede65c89468.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1291515897-612x612_jpg.rf.d329dafe33016726188bfede65c89468.txt,reject_move,2026-01-12T12:33:42.964085
3429,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1291515897-612x612_jpg.rf.f2b198931b97b19470ba65c2b366fa5b.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1291515897-612x612_jpg.rf.f2b198931b97b19470ba65c2b366fa5b.txt,keep,2026-01-12T12:33:44.187471
3430,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1292564791-612x612_jpg.rf.6aaccad4896e0814e7030fa1028f95ba.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1292564791-612x612_jpg.rf.6aaccad4896e0814e7030fa1028f95ba.txt,keep,2026-01-12T12:33:45.331306
3431,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1292564791-612x612_jpg.rf.7bc4b8ede0a525f74d75ffd2bb95cbed.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1292564791-612x612_jpg.rf.7bc4b8ede0a525f74d75ffd2bb95cbed.txt,keep,2026-01-12T12:33:46.251656
3432,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1292564791-612x612_jpg.rf.c85e6ecaa697a6f37ece8c454064b2a8.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1292564791-612x612_jpg.rf.c85e6ecaa697a6f37ece8c454064b2a8.txt,keep,2026-01-12T12:33:47.059728
3433,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1292564791-612x612_jpg.rf.e1ed16b104fa5630cc9d274fc239ca9a.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1292564791-612x612_jpg.rf.e1ed16b104fa5630cc9d274fc239ca9a.txt,keep,2026-01-12T12:33:48.115869
3434,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1292564791-612x612_jpg.rf.f3c66371e3a9803381af53a7f01f5402.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1292564791-612x612_jpg.rf.f3c66371e3a9803381af53a7f01f5402.txt,keep,2026-01-12T12:33:48.955455
3435,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1295616436-612x612_jpg.rf.b6113e5f452240448a89093747af2e06.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1295616436-612x612_jpg.rf.b6113e5f452240448a89093747af2e06.txt,reject_move,2026-01-12T12:33:49.843185
3436,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1295616436-612x612_jpg.rf.e56df5d92b2560f036a80081b6f6207a.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1295616436-612x612_jpg.rf.e56df5d92b2560f036a80081b6f6207a.txt,reject_move,2026-01-12T12:33:50.859464
3437,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1295938225-612x612_jpg.rf.42656a91ac7632dbbebc0ea3e9c5682c.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1295938225-612x612_jpg.rf.42656a91ac7632dbbebc0ea3e9c5682c.txt,keep,2026-01-12T12:33:52.251753
3438,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1295938225-612x612_jpg.rf.910f3e1c64c4f7af5a775894ff57a83f.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1295938225-612x612_jpg.rf.910f3e1c64c4f7af5a775894ff57a83f.txt,keep,2026-01-12T12:33:53.139470
3439,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1300836888-612x612_jpg.rf.e8343e177997707b5ee4024ba5ccb797.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1300836888-612x612_jpg.rf.e8343e177997707b5ee4024ba5ccb797.txt,keep,2026-01-12T12:33:55.107291
3440,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1313741034-612x612_jpg.rf.804245cb0e0b0ec0c44430cd09f49e03.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1313741034-612x612_jpg.rf.804245cb0e0b0ec0c44430cd09f49e03.txt,reject_move,2026-01-12T12:33:56.211769
3441,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1313741034-612x612_jpg.rf.b812f0ec6bccd4ec32ac304ce5f9c298.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1313741034-612x612_jpg.rf.b812f0ec6bccd4ec32ac304ce5f9c298.txt,keep,2026-01-12T12:33:57.323437
3442,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1313875778-612x612_jpg.rf.1a867bc2ead0bbd25eed08ff13095aca.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1313875778-612x612_jpg.rf.1a867bc2ead0bbd25eed08ff13095aca.txt,reject_move,2026-01-12T12:33:58.555418
3443,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1315020505-612x612_jpg.rf.f53b3fc0f9abc091a6565d746171ff29.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1315020505-612x612_jpg.rf.f53b3fc0f9abc091a6565d746171ff29.txt,reject_move,2026-01-12T12:33:59.715482
3444,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1318466681-612x612_jpg.rf.15e8e4e0fc3c83a1691ca820004009d4.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1318466681-612x612_jpg.rf.15e8e4e0fc3c83a1691ca820004009d4.txt,reject_move,2026-01-12T12:34:10.715327
3445,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1318466681-612x612_jpg.rf.3396cd5334fcaa9fbb9b7b97a4daea08.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1318466681-612x612_jpg.rf.3396cd5334fcaa9fbb9b7b97a4daea08.txt,reject_move,2026-01-12T12:34:12.018815
3446,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1318466681-612x612_jpg.rf.56db4b8f1b6f7f272e4fb9e02de7c1cb.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1318466681-612x612_jpg.rf.56db4b8f1b6f7f272e4fb9e02de7c1cb.txt,reject_move,2026-01-12T12:34:12.859351
3447,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1318466681-612x612_jpg.rf.6571412167f90e03af3dd18706c6c37d.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1318466681-612x612_jpg.rf.6571412167f90e03af3dd18706c6c37d.txt,reject_move,2026-01-12T12:34:13.618636
3448,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1318466681-612x612_jpg.rf.69418b722d6e5a6ecb7674d34354ca28.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1318466681-612x612_jpg.rf.69418b722d6e5a6ecb7674d34354ca28.txt,reject_move,2026-01-12T12:34:19.466609
3449,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1318466681-612x612_jpg.rf.b277197f00fc19f39d38a76f257e5e83.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1318466681-612x612_jpg.rf.b277197f00fc19f39d38a76f257e5e83.txt,reject_move,2026-01-12T12:34:20.555414
3450,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1318466681-612x612_jpg.rf.c5a9777e69825c1beef8c315b9cb981f.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1318466681-612x612_jpg.rf.c5a9777e69825c1beef8c315b9cb981f.txt,keep,2026-01-12T12:34:21.371103
3451,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1318466681-612x612_jpg.rf.fdd4d9b3aa660c9b58fac23cedfadd43.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1318466681-612x612_jpg.rf.fdd4d9b3aa660c9b58fac23cedfadd43.txt,keep,2026-01-12T12:34:24.282628
3452,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1323074940-1024x1024-jpg-5dhbrdid-ingestion-585c5dcfbb-ltlqg_jpg.rf.bac44397d3c5b01cc47163dbb951e9fd.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1323074940-1024x1024-jpg-5dhbrdid-ingestion-585c5dcfbb-ltlqg_jpg.rf.bac44397d3c5b01cc47163dbb951e9fd.txt,keep,2026-01-12T12:34:29.378689
3453,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1323695758-612x612-jpg-5dhbrb4q-ingestion-585c5dcfbb-ltlqg_jpg.rf.b3c6d7a5b2844777b8f124f0db6bfc8b.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1323695758-612x612-jpg-5dhbrb4q-ingestion-585c5dcfbb-ltlqg_jpg.rf.b3c6d7a5b2844777b8f124f0db6bfc8b.txt,keep,2026-01-12T12:34:30.498781
3454,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1323695758-612x612_jpg.rf.72708c22507ac1f3f377d8c1762c472e.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1323695758-612x612_jpg.rf.72708c22507ac1f3f377d8c1762c472e.txt,keep,2026-01-12T12:34:31.075302
3455,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1324684501-612x612_jpg.rf.835316eb23144c30fca0b99ef9b8e556.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1324684501-612x612_jpg.rf.835316eb23144c30fca0b99ef9b8e556.txt,keep,2026-01-12T12:34:31.914367
3456,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1326398670-612x612_jpg.rf.4c20abbf8dd486d4e7a6950182c7fabd.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1326398670-612x612_jpg.rf.4c20abbf8dd486d4e7a6950182c7fabd.txt,reject_move,2026-01-12T12:34:32.842317
3457,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1326398670-612x612_jpg.rf.e5b6df6d9156d3a992e1d34bdc10a6d1.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1326398670-612x612_jpg.rf.e5b6df6d9156d3a992e1d34bdc10a6d1.txt,reject_move,2026-01-12T12:34:33.970314
3458,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1326398670-612x612_jpg.rf.f7855b5ac3985579a252543a1a3d2a49.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1326398670-612x612_jpg.rf.f7855b5ac3985579a252543a1a3d2a49.txt,reject_move,2026-01-12T12:34:35.226555
3459,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1332836893-612x612_jpg.rf.1b6d16df501e685197670a3fd56823f5.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1332836893-612x612_jpg.rf.1b6d16df501e685197670a3fd56823f5.txt,keep,2026-01-12T12:34:39.554233
3460,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1332836893-612x612_jpg.rf.33de6693c04441dafc7bf2a425e06613.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1332836893-612x612_jpg.rf.33de6693c04441dafc7bf2a425e06613.txt,keep,2026-01-12T12:34:40.922874
3461,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1332836893-612x612_jpg.rf.f5f3b276bc0391c5fcdea912079bfc4a.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1332836893-612x612_jpg.rf.f5f3b276bc0391c5fcdea912079bfc4a.txt,keep,2026-01-12T12:34:42.010821
3462,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1335202303-612x612_jpg.rf.b9fa4696c05a642a1fc96ba143177416.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1335202303-612x612_jpg.rf.b9fa4696c05a642a1fc96ba143177416.txt,keep,2026-01-12T12:34:44.802076
3463,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1335202303-612x612_jpg.rf.f8cdbf109d5771d0c5e37261de2f479b.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1335202303-612x612_jpg.rf.f8cdbf109d5771d0c5e37261de2f479b.txt,keep,2026-01-12T12:34:45.683039
3464,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1340306886-612x612_jpg.rf.ecd4a91769ac6f6658ab8c55201dbb75.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1340306886-612x612_jpg.rf.ecd4a91769ac6f6658ab8c55201dbb75.txt,keep,2026-01-12T12:34:46.514331
3465,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1341265903-612x612_jpg.rf.6f584844828cd14b8cb80d24196ee40b.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1341265903-612x612_jpg.rf.6f584844828cd14b8cb80d24196ee40b.txt,keep,2026-01-12T12:34:47.746060
3466,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1341265903-612x612_jpg.rf.88f31a7630913f4f3f79195af108f244.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1341265903-612x612_jpg.rf.88f31a7630913f4f3f79195af108f244.txt,keep,2026-01-12T12:35:51.833742
3467,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1342309296-612x612_jpg.rf.f99184f90cc2e866fd78239f0102af66.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1342309296-612x612_jpg.rf.f99184f90cc2e866fd78239f0102af66.txt,keep,2026-01-12T12:35:54.161668
3468,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1345405017-1024x1024-jpg-5dhbreek-ingestion-585c5dcfbb-ltlqg_jpg.rf.f00e310b459b89fdd422b52df0765af4.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1345405017-1024x1024-jpg-5dhbreek-ingestion-585c5dcfbb-ltlqg_jpg.rf.f00e310b459b89fdd422b52df0765af4.txt,reject_move,2026-01-12T12:35:58.713689
3469,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1346524144-612x612_jpg.rf.0789d9f65d790423e56ee75b4e98c2e7.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1346524144-612x612_jpg.rf.0789d9f65d790423e56ee75b4e98c2e7.txt,keep,2026-01-12T12:36:01.337100
3470,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/images/istockphoto-1346524144-612x612_jpg.rf.413ed6d23bd8318c3163995d4dbfd07e.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/train/labels/istockphoto-1346524144-612x612_jpg.rf.413ed6d23bd8318c3163995d4dbfd07e.txt,reject_move,2026-01-12T12:36:02.345053
3471,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1346524144-612x612_jpg.rf.80257d0db252c1841ecf004acaae4814.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1346524144-612x612_jpg.rf.80257d0db252c1841ecf004acaae4814.txt,keep,2026-01-12T12:36:03.321086
3472,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1346524144-612x612_jpg.rf.835eea6ec1bed2763248de63888990a8.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1346524144-612x612_jpg.rf.835eea6ec1bed2763248de63888990a8.txt,keep,2026-01-12T12:36:03.953489
3473,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1346524144-612x612_jpg.rf.934fcf22b68261315535aad8eb1b67ba.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1346524144-612x612_jpg.rf.934fcf22b68261315535aad8eb1b67ba.txt,keep,2026-01-12T12:36:04.985004
3474,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1349190087-612x612_jpg.rf.06800b4c92c2b0ff5f539520d7fe3b18.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1349190087-612x612_jpg.rf.06800b4c92c2b0ff5f539520d7fe3b18.txt,keep,2026-01-12T12:36:05.969496
3475,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1349190087-612x612_jpg.rf.0b4cffcb0de6f7762fba921502524d3a.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1349190087-612x612_jpg.rf.0b4cffcb0de6f7762fba921502524d3a.txt,keep,2026-01-12T12:36:06.952494
3476,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1349190087-612x612_jpg.rf.14b02575f8d4eb3593af08241d873e8a.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1349190087-612x612_jpg.rf.14b02575f8d4eb3593af08241d873e8a.txt,keep,2026-01-12T12:36:07.657194
3477,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1349190087-612x612_jpg.rf.cb772df2e7dfea53f14c3c4e836d422d.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1349190087-612x612_jpg.rf.cb772df2e7dfea53f14c3c4e836d422d.txt,keep,2026-01-12T12:36:08.529080
3478,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1349190087-612x612_jpg.rf.f8f661b48f6ea5f63b4949b7c875d1d0.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1349190087-612x612_jpg.rf.f8f661b48f6ea5f63b4949b7c875d1d0.txt,keep,2026-01-12T12:36:09.352685
3479,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1349790343-612x612_jpg.rf.322cc5e0d7d8e4e19dfb2bd364555608.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1349790343-612x612_jpg.rf.322cc5e0d7d8e4e19dfb2bd364555608.txt,keep,2026-01-12T12:36:10.120524
3480,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1349790343-612x612_jpg.rf.6b9e24005844da791c6a9a989d0e3d64.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1349790343-612x612_jpg.rf.6b9e24005844da791c6a9a989d0e3d64.txt,keep,2026-01-12T12:36:10.993436
3481,train,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/images/istockphoto-1349790343-612x612_jpg.rf.774b4529b8bab76c69ed6120769a29d1.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/train/labels/istockphoto-1349790343-612x612_jpg.rf.774b4529b8bab76c69ed6120769a29d1.txt,keep,2026-01-12T12:36:11.841090
